Index,Label,Type,HasShape,Volume_mm3,BoundBox,Visibility
201,X축020,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
202,Y-축020,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
203,Z축020,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
204,XY 평면020,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
205,XZ 평면020,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
206,YZ평면020,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
207,"TSSOP14_ËÜÌå",Part::Feature,Yes,22.28,(4.6×5.0×1.0mm),N/A
208,Òý½Å_0.9,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
209,Òý½Å_0.010,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
210,Òý½Å_0.011,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
211,Òý½Å_0.012,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
212,Òý½Å_0.013,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
213,Òý½Å_0.014,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
214,Òý½Å_0.015,Part::Feature,Yes,0.03,(0.9×0.3×0.6mm),N/A
215,Òý½Å_0.016,Part::Feature,Yes,0.03,(0.9×0.3×0.6mm),N/A
216,Òý½Å_0.017,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
217,Òý½Å_0.018,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
218,Òý½Å_0.019,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
219,Òý½Å_0.020,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
220,Òý½Å_0.021,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
221,Òý½Å_0.022,Part::Feature,Yes,0.03,(0.9×0.2×0.6mm),N/A
222,LOGOԲ0.25,Part::Feature,Yes,0.00,(0.8×0.8×0.0mm),N/A
223,LOGOԲ0.026,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
224,LOGOԲ0.027,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
225,LOGOԲ0.028,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
226,LOGOԲ0.029,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
227,LOGOԲ0.030,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
228,LOGOԲ0.031,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
229,LOGOԲ0.032,Part::Feature,Yes,0.00,(0.0×0.1×0.0mm),N/A
230,LOGOԲ0.033,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
231,LOGOԲ0.034,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
232,LOGOԲ0.035,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
233,LOGOԲ0.036,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
234,LOGOԲ0.037,Part::Feature,Yes,0.00,(0.1×0.1×0.0mm),N/A
235,LOGOԲ0.038,Part::Feature,Yes,0.00,(0.0×0.0×0.0mm),N/A
236,LOGOԲ0.039,App::Part,Yes,0.00,(0.8×0.9×0.0mm),N/A
237,원점021,App::Origin,No,0.00,,N/A
238,X축021,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
239,Y-축021,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
240,Z축021,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
241,XY 평면021,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
242,XZ 평면021,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
243,YZ평면021,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
244,TSSOP14,App::Part,Yes,22.69,(5.0×6.4×1.1mm),N/A
245,원점022,App::Origin,No,0.00,,N/A
246,X축022,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
247,Y-축022,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
248,Z축022,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
249,XY 평면022,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
250,XZ 평면022,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
251,YZ평면022,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
252,U10,App::Part,Yes,22.69,(5.0×6.4×1.1mm),N/A
253,원점023,App::Origin,No,0.00,,N/A
254,X축023,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
255,Y-축023,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
256,Z축023,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
257,XY 평면023,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
258,XZ 평면023,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
259,YZ평면023,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
260,Extruded (6),Part::Feature,Yes,6.44,(2.6×3.2×0.8mm),N/A
261,676625696,App::Part,Yes,6.44,(2.6×3.2×0.8mm),N/A
262,원점024,App::Origin,No,0.00,,N/A
263,X축024,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
264,Y-축024,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
265,Z축024,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
266,XY 평면024,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
267,XZ 평면024,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
268,YZ평면024,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
269,Cylinder,Part::Feature,Yes,0.02,(0.2×0.2×0.6mm),N/A
270,756979608,App::Part,Yes,0.02,(0.2×0.2×0.6mm),N/A
271,원점025,App::Origin,No,0.00,,N/A
272,X축025,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
273,Y-축025,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
274,Z축025,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
275,XY 평면025,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
276,XZ 평면025,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
277,YZ평면025,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
278,U9,App::Part,Yes,6.46,(2.6×3.2×0.8mm),N/A
279,원점026,App::Origin,No,0.00,,N/A
280,X축026,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
281,Y-축026,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
282,Z축026,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
283,XY 평면026,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
284,XZ 평면026,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
285,YZ평면026,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
286,Cylinder (1),Part::Feature,Yes,0.00,(0.1×0.1×0.4mm),N/A
287,756978528,App::Part,Yes,0.00,(0.1×0.1×0.4mm),N/A
288,원점027,App::Origin,No,0.00,,N/A
289,X축027,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
290,Y-축027,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
291,Z축027,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
292,XY 평면027,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
293,XZ 평면027,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
294,YZ평면027,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
295,Extruded (7),Part::Feature,Yes,0.53,(1.0×1.0×0.5mm),N/A
296,676625568,App::Part,Yes,0.53,(1.0×1.0×0.5mm),N/A
297,원점028,App::Origin,No,0.00,,N/A
298,X축028,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
299,Y-축028,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
300,Z축028,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
301,XY 평면028,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
302,XZ 평면028,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
303,YZ평면028,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
304,U8,App::Part,Yes,0.54,(1.0×1.0×0.5mm),N/A
305,원점029,App::Origin,No,0.00,,N/A
306,X축029,App::Line,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×0.0mm),N/A
307,Y-축029,App::Line,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
308,Z축029,App::Line,Yes,0.00,(0.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
309,XY 평면029,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0mm),N/A
310,XZ 평면029,App::Plane,Yes,0.00,(20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
311,YZ평면029,App::Plane,Yes,0.00,(0.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0×20000000000000000318057822195198360936721617127890562779562655115495677544340762121626939971713630208.0mm),N/A
312,Cylinder (2),Part::Feature,Yes,0.02,(0.2×0.2×0.8mm),N/A
313,756964248,App::Part,Yes,0.02,(0.2×0.2×0.8mm),N/A
314,원점030,App::Origin,No,0.00,,N/A
